resume_id,resume_text,skills
94,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Kotlin、NLP、C、PHP、SpringCloud、深度学习、Spring进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",Kotlin、NLP、C、PHP、SpringCloud、深度学习、Spring
95,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握TensorFlow、Hadoop、MyBatis、SpringCloud，
具备扎实的数据结构与算法基础。
学习能力强，适应新技术快。",TensorFlow、Hadoop、MyBatis、SpringCloud
96,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用NLP、Hive、Kubernetes、PHP、Go、React、PostgreSQL、MyBatis进行企业级项目开发，
优化数据库性能，提高系统并发能力。
沟通表达能力优秀。",NLP、Hive、Kubernetes、PHP、Go、React、PostgreSQL、MyBatis
97,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用大模型、Python、阿里云、C++、Java、机器学习、Hive进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",大模型、Python、阿里云、C++、Java、机器学习、Hive
98,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握SQLite、Spark、C、NLP、MyBatis、PostgreSQL，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",SQLite、Spark、C、NLP、MyBatis、PostgreSQL
99,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握PostgreSQL、PHP、Go、腾讯云，
具备扎实的数据结构与算法基础。
学习能力强，适应新技术快。",PostgreSQL、PHP、Go、腾讯云
100,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用腾讯云、深度学习、Hibernate、TensorFlow、MySQL完成系统搭建，
实现高可用分布式架构设计。
具备良好的团队合作能力。",腾讯云、深度学习、Hibernate、TensorFlow、MySQL
101,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用深度学习、SpringCloud、NLP、C++进行企业级项目开发，
优化数据库性能，提高系统并发能力。
拥有较强的问题分析能力。",深度学习、SpringCloud、NLP、C++
102,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Oracle、Spring、TensorFlow、Hive、MongoDB完成系统搭建，
实现高可用分布式架构设计。
具备良好的团队合作能力。",Oracle、Spring、TensorFlow、Hive、MongoDB
103,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用SpringCloud、TypeScript、React、PHP、NLP、Oracle、深度学习、AWS完成系统搭建，
实现高可用分布式架构设计。
学习能力强，适应新技术快。",SpringCloud、TypeScript、React、PHP、NLP、Oracle、深度学习、AWS
104,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握JavaScript、Kotlin、Go、Linux，
具备扎实的数据结构与算法基础。
学习能力强，适应新技术快。",JavaScript、Kotlin、Go、Linux
105,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用阿里云、NLP、MongoDB、Docker、Python、Hadoop、Kotlin、腾讯云进行企业级项目开发，
优化数据库性能，提高系统并发能力。
沟通表达能力优秀。",阿里云、NLP、MongoDB、Docker、Python、Hadoop、Kotlin、腾讯云
106,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用PyTorch、MongoDB、Vue、Kubernetes、AWS完成系统搭建，
实现高可用分布式架构设计。
沟通表达能力优秀。",PyTorch、MongoDB、Vue、Kubernetes、AWS
107,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用C、Flink、Spring、Spark、Keras、Angular、Java进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",C、Flink、Spring、Spark、Keras、Angular、Java
108,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Java、深度学习、AWS、Kubernetes、Angular、SpringBoot进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",Java、深度学习、AWS、Kubernetes、Angular、SpringBoot
109,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用MySQL、Kubernetes、Redis、Flink进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",MySQL、Kubernetes、Redis、Flink
110,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Kotlin、React、Hibernate、TypeScript、SQLite，
具备扎实的数据结构与算法基础。
沟通表达能力优秀。",Kotlin、React、Hibernate、TypeScript、SQLite
111,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Vue、Angular、Kubernetes、大模型、Linux、阿里云、机器学习、Django完成系统搭建，
实现高可用分布式架构设计。
拥有较强的问题分析能力。",Vue、Angular、Kubernetes、大模型、Linux、阿里云、机器学习、Django
112,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Docker、Keras、Redis、Django、计算机视觉、Spring、阿里云、Hive完成系统搭建，
实现高可用分布式架构设计。
具备良好的团队合作能力。",Docker、Keras、Redis、Django、计算机视觉、Spring、阿里云、Hive
113,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Redis、Keras、腾讯云、计算机视觉、Java、Oracle、TypeScript、Docker完成系统搭建，
实现高可用分布式架构设计。
沟通表达能力优秀。",Redis、Keras、腾讯云、计算机视觉、Java、Oracle、TypeScript、Docker
114,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握SpringCloud、PyTorch、计算机视觉、Hive、C、腾讯云，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",SpringCloud、PyTorch、计算机视觉、Hive、C、腾讯云
115,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握TensorFlow、计算机视觉、C、MySQL、JavaScript，
具备扎实的数据结构与算法基础。
拥有较强的问题分析能力。",TensorFlow、计算机视觉、C、MySQL、JavaScript
116,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Docker、TensorFlow、机器学习、Kotlin，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",Docker、TensorFlow、机器学习、Kotlin
117,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用JavaScript、Kotlin、Keras、阿里云、Django、TensorFlow、Python、Docker进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",JavaScript、Kotlin、Keras、阿里云、Django、TensorFlow、Python、Docker
118,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握腾讯云、Redis、PHP、机器学习、MySQL、Keras、计算机视觉、Flask，
具备扎实的数据结构与算法基础。
学习能力强，适应新技术快。",腾讯云、Redis、PHP、机器学习、MySQL、Keras、计算机视觉、Flask
119,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握SpringBoot、JavaScript、AWS、C++、Vue，
具备扎实的数据结构与算法基础。
拥有较强的问题分析能力。",SpringBoot、JavaScript、AWS、C++、Vue
120,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Java、AWS、Flink、MySQL、Kotlin、SpringBoot进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",Java、AWS、Flink、MySQL、Kotlin、SpringBoot
121,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用TensorFlow、MongoDB、Flask、Keras、SpringCloud完成系统搭建，
实现高可用分布式架构设计。
拥有较强的问题分析能力。",TensorFlow、MongoDB、Flask、Keras、SpringCloud
122,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用SpringCloud、TensorFlow、C、Rust、Spark、SpringBoot、React、Flink完成系统搭建，
实现高可用分布式架构设计。
学习能力强，适应新技术快。",SpringCloud、TensorFlow、C、Rust、Spark、SpringBoot、React、Flink
123,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Keras、阿里云、SpringCloud、NLP、MySQL、TypeScript进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",Keras、阿里云、SpringCloud、NLP、MySQL、TypeScript
124,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用大模型、React、PHP、Django、Flask、PostgreSQL、Redis、SQLite进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",大模型、React、PHP、Django、Flask、PostgreSQL、Redis、SQLite
125,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Go、Rust、TypeScript、Oracle、SpringBoot进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",Go、Rust、TypeScript、Oracle、SpringBoot
126,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握React、MyBatis、Redis、阿里云、Flink、Kotlin、MongoDB，
具备扎实的数据结构与算法基础。
学习能力强，适应新技术快。",React、MyBatis、Redis、阿里云、Flink、Kotlin、MongoDB
127,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用PyTorch、SpringCloud、大模型、PostgreSQL、Go、PHP、Kotlin、Hibernate进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",PyTorch、SpringCloud、大模型、PostgreSQL、Go、PHP、Kotlin、Hibernate
128,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用React、Kotlin、Spring、C、Docker、SpringCloud、Flink、MongoDB进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",React、Kotlin、Spring、C、Docker、SpringCloud、Flink、MongoDB
129,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Angular、计算机视觉、Oracle、腾讯云进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",Angular、计算机视觉、Oracle、腾讯云
130,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用SpringBoot、Hibernate、PostgreSQL、机器学习完成系统搭建，
实现高可用分布式架构设计。
学习能力强，适应新技术快。",SpringBoot、Hibernate、PostgreSQL、机器学习
131,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用腾讯云、Django、计算机视觉、Go、TypeScript、C、AWS进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",腾讯云、Django、计算机视觉、Go、TypeScript、C、AWS
132,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Java、SpringBoot、Hadoop、Linux、MySQL、Rust完成系统搭建，
实现高可用分布式架构设计。
沟通表达能力优秀。",Java、SpringBoot、Hadoop、Linux、MySQL、Rust
133,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握PyTorch、机器学习、SpringBoot、Flask、C++、MyBatis、MongoDB，
具备扎实的数据结构与算法基础。
拥有较强的问题分析能力。",PyTorch、机器学习、SpringBoot、Flask、C++、MyBatis、MongoDB
134,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用PHP、SQLite、Docker、MongoDB完成系统搭建，
实现高可用分布式架构设计。
学习能力强，适应新技术快。",PHP、SQLite、Docker、MongoDB
135,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Oracle、TypeScript、Docker、PHP、Hibernate、Angular、MyBatis完成系统搭建，
实现高可用分布式架构设计。
具备良好的团队合作能力。",Oracle、TypeScript、Docker、PHP、Hibernate、Angular、MyBatis
136,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Oracle、SQLite、Hadoop、AWS、Spark、TensorFlow、JavaScript、Kotlin，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",Oracle、SQLite、Hadoop、AWS、Spark、TensorFlow、JavaScript、Kotlin
137,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握PostgreSQL、Hibernate、Linux、MyBatis、AWS，
具备扎实的数据结构与算法基础。
沟通表达能力优秀。",PostgreSQL、Hibernate、Linux、MyBatis、AWS
138,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用计算机视觉、Flink、Hibernate、Flask、NLP、SpringBoot、Rust、阿里云完成系统搭建，
实现高可用分布式架构设计。
学习能力强，适应新技术快。",计算机视觉、Flink、Hibernate、Flask、NLP、SpringBoot、Rust、阿里云
139,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Django、Spark、React、C++、Python，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",Django、Spark、React、C++、Python
140,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Keras、Kotlin、机器学习、PostgreSQL，
具备扎实的数据结构与算法基础。
沟通表达能力优秀。",Keras、Kotlin、机器学习、PostgreSQL
141,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用SQLite、阿里云、PostgreSQL、PHP进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",SQLite、阿里云、PostgreSQL、PHP
142,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Spring、SpringCloud、Rust、Java、SpringBoot、阿里云、Keras完成系统搭建，
实现高可用分布式架构设计。
学习能力强，适应新技术快。",Spring、SpringCloud、Rust、Java、SpringBoot、阿里云、Keras
143,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Python、TypeScript、Keras、JavaScript、Hadoop、Angular，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",Python、TypeScript、Keras、JavaScript、Hadoop、Angular
144,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用NLP、Rust、Flink、Java、PHP、Keras完成系统搭建，
实现高可用分布式架构设计。
沟通表达能力优秀。",NLP、Rust、Flink、Java、PHP、Keras
145,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Angular、NLP、MongoDB、SpringCloud、Redis完成系统搭建，
实现高可用分布式架构设计。
沟通表达能力优秀。",Angular、NLP、MongoDB、SpringCloud、Redis
146,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握SpringCloud、TensorFlow、Python、Spark、Angular、Rust、PostgreSQL、阿里云，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",SpringCloud、TensorFlow、Python、Spark、Angular、Rust、PostgreSQL、阿里云
147,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Hibernate、Python、Oracle、Vue、SpringBoot进行企业级项目开发，
优化数据库性能，提高系统并发能力。
沟通表达能力优秀。",Hibernate、Python、Oracle、Vue、SpringBoot
148,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握MyBatis、Oracle、计算机视觉、阿里云、TensorFlow、Rust，
具备扎实的数据结构与算法基础。
学习能力强，适应新技术快。",MyBatis、Oracle、计算机视觉、阿里云、TensorFlow、Rust
149,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握SpringCloud、Spring、Kubernetes、Oracle、MyBatis，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",SpringCloud、Spring、Kubernetes、Oracle、MyBatis
150,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用AWS、TensorFlow、C++、Keras、Angular、MySQL、SQLite、机器学习完成系统搭建，
实现高可用分布式架构设计。
拥有较强的问题分析能力。",AWS、TensorFlow、C++、Keras、Angular、MySQL、SQLite、机器学习
151,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Rust、PyTorch、Redis、Go、TypeScript、深度学习、MongoDB、Hadoop完成系统搭建，
实现高可用分布式架构设计。
沟通表达能力优秀。",Rust、PyTorch、Redis、Go、TypeScript、深度学习、MongoDB、Hadoop
152,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握JavaScript、TensorFlow、SpringCloud、Go、大模型、Kotlin、Spark，
具备扎实的数据结构与算法基础。
拥有较强的问题分析能力。",JavaScript、TensorFlow、SpringCloud、Go、大模型、Kotlin、Spark
153,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Python、MongoDB、机器学习、C，
具备扎实的数据结构与算法基础。
拥有较强的问题分析能力。",Python、MongoDB、机器学习、C
154,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用MongoDB、阿里云、Kotlin、机器学习进行企业级项目开发，
优化数据库性能，提高系统并发能力。
沟通表达能力优秀。",MongoDB、阿里云、Kotlin、机器学习
155,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Spring、TensorFlow、腾讯云、Hadoop、MyBatis，
具备扎实的数据结构与算法基础。
拥有较强的问题分析能力。",Spring、TensorFlow、腾讯云、Hadoop、MyBatis
156,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Spark、MySQL、SpringBoot、Hibernate、Python、MongoDB进行企业级项目开发，
优化数据库性能，提高系统并发能力。
沟通表达能力优秀。",Spark、MySQL、SpringBoot、Hibernate、Python、MongoDB
157,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Kotlin、SpringCloud、Keras、Oracle完成系统搭建，
实现高可用分布式架构设计。
拥有较强的问题分析能力。",Kotlin、SpringCloud、Keras、Oracle
158,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握JavaScript、Spring、React、Hive，
具备扎实的数据结构与算法基础。
具备良好的团队合作能力。",JavaScript、Spring、React、Hive
159,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握PostgreSQL、Java、Flask、AWS，
具备扎实的数据结构与算法基础。
拥有较强的问题分析能力。",PostgreSQL、Java、Flask、AWS
160,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用TypeScript、大模型、Vue、阿里云、PostgreSQL、SpringCloud、Kubernetes、Hive进行企业级项目开发，
优化数据库性能，提高系统并发能力。
拥有较强的问题分析能力。",TypeScript、大模型、Vue、阿里云、PostgreSQL、SpringCloud、Kubernetes、Hive
161,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用深度学习、Redis、Flask、Django、React、C++进行企业级项目开发，
优化数据库性能，提高系统并发能力。
沟通表达能力优秀。",深度学习、Redis、Flask、Django、React、C++
162,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Flink、Redis、Vue、阿里云、腾讯云、深度学习、MongoDB、Oracle进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",Flink、Redis、Vue、阿里云、腾讯云、深度学习、MongoDB、Oracle
163,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Rust、Redis、Spring、Django、MyBatis进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",Rust、Redis、Spring、Django、MyBatis
164,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用腾讯云、Go、MongoDB、Flink、C++、NLP、Redis完成系统搭建，
实现高可用分布式架构设计。
学习能力强，适应新技术快。",腾讯云、Go、MongoDB、Flink、C++、NLP、Redis
165,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用MyBatis、SpringCloud、腾讯云、TensorFlow、计算机视觉完成系统搭建，
实现高可用分布式架构设计。
具备良好的团队合作能力。",MyBatis、SpringCloud、腾讯云、TensorFlow、计算机视觉
166,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握PostgreSQL、Docker、C、阿里云、SpringCloud，
具备扎实的数据结构与算法基础。
沟通表达能力优秀。",PostgreSQL、Docker、C、阿里云、SpringCloud
167,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Kotlin、腾讯云、C、MyBatis、MySQL、Go、SQLite完成系统搭建，
实现高可用分布式架构设计。
学习能力强，适应新技术快。",Kotlin、腾讯云、C、MyBatis、MySQL、Go、SQLite
168,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用MySQL、MyBatis、Redis、TensorFlow、Hibernate、Linux、PostgreSQL、阿里云完成系统搭建，
实现高可用分布式架构设计。
沟通表达能力优秀。",MySQL、MyBatis、Redis、TensorFlow、Hibernate、Linux、PostgreSQL、阿里云
169,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Flink、Redis、C++、SQLite、Spring、Spark、Oracle进行企业级项目开发，
优化数据库性能，提高系统并发能力。
沟通表达能力优秀。",Flink、Redis、C++、SQLite、Spring、Spark、Oracle
170,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Linux、MySQL、SpringBoot、MyBatis、Redis、PostgreSQL、SQLite、Rust完成系统搭建，
实现高可用分布式架构设计。
沟通表达能力优秀。",Linux、MySQL、SpringBoot、MyBatis、Redis、PostgreSQL、SQLite、Rust
171,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Oracle、C、腾讯云、SQLite、MyBatis、Vue完成系统搭建，
实现高可用分布式架构设计。
具备良好的团队合作能力。",Oracle、C、腾讯云、SQLite、MyBatis、Vue
172,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用Redis、深度学习、MongoDB、阿里云、Python、Vue、PyTorch完成系统搭建，
实现高可用分布式架构设计。
拥有较强的问题分析能力。",Redis、深度学习、MongoDB、阿里云、Python、Vue、PyTorch
173,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Flask、SpringCloud、NLP、SQLite、Go、大模型、PyTorch、TensorFlow，
具备扎实的数据结构与算法基础。
沟通表达能力优秀。",Flask、SpringCloud、NLP、SQLite、Go、大模型、PyTorch、TensorFlow
174,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用PyTorch、Linux、Kotlin、C、Java、MyBatis完成系统搭建，
实现高可用分布式架构设计。
沟通表达能力优秀。",PyTorch、Linux、Kotlin、C、Java、MyBatis
175,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Rust、Keras、腾讯云、Go、Spark、MySQL、Python进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",Rust、Keras、腾讯云、Go、Spark、MySQL、Python
176,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Hibernate、Angular、Keras、Django、SpringCloud、Hive，
具备扎实的数据结构与算法基础。
拥有较强的问题分析能力。",Hibernate、Angular、Keras、Django、SpringCloud、Hive
177,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握SpringBoot、TypeScript、Angular、Hive、Redis、Hibernate、Vue、Oracle，
具备扎实的数据结构与算法基础。
沟通表达能力优秀。",SpringBoot、TypeScript、Angular、Hive、Redis、Hibernate、Vue、Oracle
178,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握AWS、大模型、Angular、MySQL、SpringBoot、Redis、Flask，
具备扎实的数据结构与算法基础。
学习能力强，适应新技术快。",AWS、大模型、Angular、MySQL、SpringBoot、Redis、Flask
179,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握计算机视觉、SpringBoot、Python、Rust、Django、Oracle，
具备扎实的数据结构与算法基础。
学习能力强，适应新技术快。",计算机视觉、SpringBoot、Python、Rust、Django、Oracle
180,"教育背景：
2018-2022 本科 计算机科学与技术

项目经验：
参与多个互联网项目开发，使用C++、MyBatis、大模型、Kotlin完成系统搭建，
实现高可用分布式架构设计。
具备良好的团队合作能力。",C++、MyBatis、大模型、Kotlin
181,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用SpringCloud、Spring、阿里云、SQLite、Hive进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",SpringCloud、Spring、阿里云、SQLite、Hive
182,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Oracle、Docker、C、Java、Redis、Hadoop进行企业级项目开发，
优化数据库性能，提高系统并发能力。
拥有较强的问题分析能力。",Oracle、Docker、C、Java、Redis、Hadoop
183,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握Go、Spring、Keras、Kubernetes、深度学习、SQLite，
具备扎实的数据结构与算法基础。
拥有较强的问题分析能力。",Go、Spring、Keras、Kubernetes、深度学习、SQLite
184,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Hive、PostgreSQL、React、NLP、C、MyBatis、C++进行企业级项目开发，
优化数据库性能，提高系统并发能力。
拥有较强的问题分析能力。",Hive、PostgreSQL、React、NLP、C、MyBatis、C++
185,"教育背景：
2018-2022 本科 计算机科学与技术

技术栈：
熟练掌握PyTorch、Flask、大模型、NLP、SpringBoot，
具备扎实的数据结构与算法基础。
拥有较强的问题分析能力。",PyTorch、Flask、大模型、NLP、SpringBoot
186,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Spring、Django、PostgreSQL、计算机视觉、Kotlin进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",Spring、Django、PostgreSQL、计算机视觉、Kotlin
187,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用Oracle、Keras、Python、阿里云进行企业级项目开发，
优化数据库性能，提高系统并发能力。
学习能力强，适应新技术快。",Oracle、Keras、Python、阿里云
188,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用MongoDB、Oracle、Angular、计算机视觉、C进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",MongoDB、Oracle、Angular、计算机视觉、C
189,"教育背景：
2018-2022 本科 计算机科学与技术

工作经历：
2022-至今 后端开发工程师
负责系统架构设计与开发，主要使用PostgreSQL、MySQL、Redis、Django进行企业级项目开发，
优化数据库性能，提高系统并发能力。
具备良好的团队合作能力。",PostgreSQL、MySQL、Redis、Django
